participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.P1_1,player.P2_1,player.P3_1,player.P4_1,player.benef_2,player.P1_2,player.P2_2,player.P3_2,player.P4_2,player.benef_3,player.P1_3,player.P2_3,player.P3_3,player.P4_3,player.benef_4,player.P1_4,player.P2_4,player.P3_4,player.P4_4,player.benef_5,player.P1_5,player.P2_5,player.P3_5,player.P4_5,player.benef_6,player.P1_6,player.P2_6,player.P3_6,player.P4_6,player.benef_7,player.P1_7,player.P2_7,player.P3_7,player.P4_7,player.benef_8,player.P1_8,player.P2_8,player.P3_8,player.P4_8,player.benef_9,player.P1_9,player.P2_9,player.P3_9,player.P4_9,player.benef_10,player.P1_10,player.P2_10,player.P3_10,player.P4_10,player.benef_11,player.P1_11,player.P2_11,player.P3_11,player.P4_11,player.benef_12,player.P1_12,player.P2_12,player.P3_12,player.P4_12,player.benef_13,player.P1_13,player.P2_13,player.P3_13,player.P4_13,player.benef_14,player.P1_14,player.P2_14,player.P3_14,player.P4_14,player.benef_15,player.P1_15,player.P2_15,player.P3_15,player.P4_15,player.benef_16,player.P1_16,player.P2_16,player.P3_16,player.P4_16,player.benef_17,player.P1_17,player.P2_17,player.P3_17,player.P4_17,player.benef_18,player.P1_18,player.P2_18,player.P3_18,player.P4_18,player.benef_19,player.P1_19,player.P2_19,player.P3_19,player.P4_19,player.benef_20,player.points,player.payoff2,player.first_benef,player.P1_initial,player.P2_initial,player.P3_initial,player.P4_initial,player.first_income,player.number,player.id_group,player.exclusion,player.inclusion,player.own_team,player.other_team,player.fair,player.fair_benef,player.fair_benef_own,player.fair_benef_other,player.rejected,player.happy,player.well_being,player.colour,player.position,player.initial,player.first_role,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
99,5rnupb9d,5c5b87c0a7ca950001f5ae12,0,114,115,dictator,submission_prolific,2022-01-30 21:18:16.836098,1,,,0.0,99,,0.0,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,12,,4,0,0,0,2,0,3,27,2,4,,,5,4,,,4,8,5,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
100,jnxgnuqt,5d9ea36375ef0000131e26f7,0,3,115,start_cont,comprehension_test,2022-01-30 21:18:21.301874,1,,,0.0,100,,0.0,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,8,,4,0,0,0,2,2,4,27,,,,,,,,,,,,Purple,Beneficiary,,,1,1,u1vjsq99,,,,,0
101,9nqbbubu,5e455faf462e0802d9d9c3e2,0,3,115,start_cont,comprehension_test,2022-01-30 21:18:29.744550,1,,,0.0,101,,0.0,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,,4,0,0,0,2,0,1,28,,,,,,,,,,,,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
102,gfjj9slh,614e47c32e9f0efffde844ee,0,114,115,dictator,submission_prolific,2022-01-30 21:18:44.891286,1,,,0.0,102,,0.0,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,,4,0,0,0,2,0,3,28,3,1,,,3,3,,,5,8,5,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
103,u77re0ia,5daa8d3be80fe30015e71d32,0,114,115,dictator,submission_prolific,2022-01-30 21:19:02.232113,1,,,0.0,103,,0.0,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,8,,1,2,0,0,0,2,1,29,4,2,,,3,3,,,3,5,6,Green,Beneficiary,,,1,1,u1vjsq99,,,,,0
104,j61dm3jk,5c8575d4bb45d10016c9265e,0,114,115,dictator,submission_prolific,2022-01-30 21:19:23.239369,1,,,0.0,104,,0.0,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,18,,4,0,0,0,2,2,4,28,1,5,,,1,1,,,3,5,5,Purple,Beneficiary,,,1,1,u1vjsq99,,,,,0
105,yx82qsvm,5c429ca9204d6700012f65f5,0,114,115,dictator,submission_prolific,2022-01-30 21:19:26.040840,1,,,0.0,105,,0.0,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,10,,4,0,0,0,2,0,1,30,3,3,,,4,3,,,4,5,5,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
106,g52w1l0s,610309cb6693b9f1ae07b5f6,0,114,115,dictator,submission_prolific,2022-01-30 21:19:32.378602,1,,,0.0,106,,0.0,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,10,,4,0,0,0,2,0,2,30,2,4,,,4,4,,,4,6,5,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
107,j0js0ubc,612bcf083b3f3e49dfbc5fd0,0,114,115,dictator,submission_prolific,2022-01-30 21:19:54.333376,1,,,0.0,107,,0.0,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,8,,2,0,2,0,0,0,1,31,2,4,,,3,3,,,4,5,8,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
108,w18jurar,6107088428de1480e9588e38,0,114,115,dictator,submission_prolific,2022-01-30 21:20:01.397124,1,,,0.0,108,,0.0,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,10,,1,2,0,0,0,0,2,29,1,5,,,4,3,,,4,9,6,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
109,kyu6w40w,5e6473fbc15dbe1f71eea95b,0,114,115,dictator,submission_prolific,2022-01-30 21:20:10.803202,1,,,0.0,109,,0.0,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,10,,4,0,0,0,2,0,3,30,4,1,,,3,3,,,1,0,5,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
110,fn8ul49z,60174d7db1babe9ad10e9c63,0,114,115,dictator,submission_prolific,2022-01-30 21:20:16.373629,1,,,0.0,110,,0.0,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,10,,1,2,0,0,0,0,3,29,2,2,,,4,4,,,3,5,4,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
111,aiai0os9,5e3771ec1c0a777104418d79,0,64,115,exclusion_control,Introduction,2022-01-30 21:20:16.533726,1,,,0.0,111,,0.0,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,10,,1,2,0,0,0,0,4,29,,,,,,,,,,,,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
112,ow2ya42d,5e5b1f34634c7231001c549f,0,114,115,dictator,submission_prolific,2022-01-30 21:20:42.488049,1,,,0.0,112,,0.0,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,10,,2,0,2,0,0,2,2,31,2,4,,,2,2,,,5,5,5,Purple,Beneficiary,,,1,1,u1vjsq99,,,,,0
113,2gzdobk4,5f525487e51b924db405f6a5,0,114,115,dictator,submission_prolific,2022-01-30 21:20:47.459715,1,,,0.0,113,,0.0,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,10,,2,0,2,0,0,0,3,31,1,5,,,4,4,,,4,7,8,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
114,o7bxr0pb,5f356a45273930520ded9451,0,114,115,dictator,submission_prolific,2022-01-30 21:20:50.564920,1,,,0.0,114,,0.0,0,0,0,1,4,0,0,1,0,3,0,1,0,0,2,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,8,,1,2,0,0,0,2,1,32,5,1,,,4,4,,,2,3,3,Green,Beneficiary,,,1,1,u1vjsq99,,,,,0
115,du22e9bq,5a127fc7c259f30001766641,0,114,115,dictator,submission_prolific,2022-01-30 21:20:57.870019,1,,,0.0,115,,0.0,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,8,,4,0,0,0,2,2,4,30,2,4,,,4,4,,,5,7,5,Purple,Beneficiary,,,1,1,u1vjsq99,,,,,0
116,10rl6m4z,5dec6a96da522335df62a1b5,0,114,115,dictator,submission_prolific,2022-01-30 21:21:23.653071,1,,,0.0,116,,0.0,0,0,0,1,4,0,0,1,0,3,0,1,0,0,2,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,10,,1,2,0,0,0,0,2,32,4,2,,,3,3,,,5,5,5,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
117,9jav52g6,5b8845cd2fd5c7000101c463,0,114,115,dictator,submission_prolific,2022-01-30 21:21:38.342056,1,,,0.0,117,,0.0,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,10,,2,0,2,0,0,0,4,31,2,4,,,4,4,,,4,6,6,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
118,b1dlc3gm,61458a700c1c7e5863d36430,0,114,115,dictator,submission_prolific,2022-01-30 21:22:22.659979,1,,,0.0,118,,0.0,0,0,0,1,4,0,0,1,0,3,0,1,0,0,2,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,12,,1,2,0,0,0,0,3,32,3,3,,,2,2,,,2,4,5,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
119,xiquof6n,5f435707c9ed765971b13443,0,114,115,dictator,submission_prolific,2022-01-30 21:22:31.456396,1,,,0.0,119,,0.0,0,0,0,1,4,0,0,1,0,3,0,1,0,0,2,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,8,,1,2,0,0,0,0,4,32,3,4,,,2,2,,,2,4,4,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
120,yytxyj0v,6053fa19a8ec1c1580fabe2b,0,114,115,dictator,submission_prolific,2022-01-30 21:22:32.701852,1,,,0.0,120,,0.0,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,1,0,0,2,8,,3,0,0,2,0,0,1,34,4,2,,,2,2,,,2,4,5,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
121,39nlxszt,6108d9e45c65a1a0bc60c13c,0,114,115,dictator,submission_prolific,2022-01-30 21:22:55.681927,1,,,0.0,121,,0.0,0,1,0,0,2,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,6,,4,0,0,0,2,0,1,33,4,3,,,2,4,,,2,4,4,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
122,jgix38na,61280902667000b761f45570,0,114,115,dictator,submission_prolific,2022-01-30 21:23:00.622271,1,,,0.0,122,,0.0,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,14,,3,0,0,2,0,0,1,39,1,5,,,4,4,,,4,9,8,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
123,je0k7cef,60ca9b46986f81ab8f603a76,0,114,115,dictator,submission_prolific,2022-01-30 21:23:09.098744,1,,,0.0,123,,0.0,0,1,0,0,2,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,14,,4,0,0,0,2,0,2,33,2,4,,,4,4,,,5,8,8,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
124,6zozdn3g,5e68691662358c10f5adb901,0,114,115,dictator,submission_prolific,2022-01-30 21:23:21.080710,1,,,0.0,124,,0.0,0,1,0,0,2,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,8,,4,0,0,0,2,0,3,33,3,3,,,2,2,,,4,3,5,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
125,joefu5dh,60ffef81dfdb4a31c8b546cc,0,114,115,dictator,submission_prolific,2022-01-30 21:23:44.772035,1,,,0.0,125,,0.0,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,1,0,0,2,12,,3,0,0,2,0,0,2,34,2,4,,,4,4,,,3,6,5,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
126,xks5hbae,5b662445d6505f0001919e5c,0,114,115,dictator,submission_prolific,2022-01-30 21:23:53.714972,1,,,0.0,126,,0.0,0,1,0,0,2,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,10,,4,0,0,0,2,2,4,33,1,4,,,3,3,,,4,5,5,Purple,Beneficiary,,,1,1,u1vjsq99,,,,,0
127,s62rgp1r,5ffd32803ca0be20d25e7ed3,0,114,115,dictator,submission_prolific,2022-01-30 21:24:00.944016,1,,,0.0,127,,0.0,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,1,0,0,2,8,,3,0,0,2,0,2,3,34,1,4,,,4,4,,,4,8,8,Green,Beneficiary,,,1,1,u1vjsq99,,,,,0
128,mr4gwdfh,5dd6a565f30aa662cba3d8de,0,1,115,start_cont,MyPage,2022-01-30 21:24:07.429373,1,,,0.0,128,,0.0,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,1,0,0,2,10,,3,0,0,2,0,0,4,34,,,,,,,,,,,,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
129,31yvxtwl,5d0fc2558cf933001663c77b,0,114,115,dictator,submission_prolific,2022-01-30 21:24:16.902099,1,,,0.0,129,,0.0,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,,4,0,0,0,2,0,1,35,4,2,,,2,3,,,1,8,5,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
130,zcfh0lmg,60fe2fed581d95673bd181af,0,114,115,dictator,submission_prolific,2022-01-30 21:24:34.953136,1,,,0.0,130,,0.0,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,18,,3,0,0,2,0,0,2,37,4,2,,,1,2,,,1,5,7,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
131,3woluxih,5e29ada5d441690127fb5748,0,114,115,dictator,submission_prolific,2022-01-30 21:24:42.618816,1,,,0.0,131,,0.0,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,20,,4,0,0,0,2,0,2,35,2,3,,,3,4,,,4,7,7,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
132,o2h349jx,60fdca1a87839971dfef0270,0,114,115,dictator,submission_prolific,2022-01-30 21:24:57.691730,1,,,0.0,132,,0.0,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,,4,0,0,0,2,0,3,35,5,1,,,1,4,,,1,3,3,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
133,5hxj63qt,5fcdc6932df9dfcdf32fa3df,0,114,115,dictator,submission_prolific,2022-01-30 21:25:00.411169,1,,,0.0,133,,0.0,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,18,,4,0,0,0,2,2,4,35,1,5,,,1,1,,,3,7,6,Purple,Beneficiary,,,1,1,u1vjsq99,,,,,0
134,n4oxomva,600ce60e21d8ec241417d3a4,0,114,115,dictator,submission_prolific,2022-01-30 21:25:16.144436,1,,,0.0,134,,0.0,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,16,,3,0,0,2,0,0,1,38,1,5,,,2,3,,,4,8,8,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
135,3qxajk3t,59102d52f601090001e80b82,0,114,115,dictator,submission_prolific,2022-01-30 21:25:36.004458,1,,,0.0,135,,0.0,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,,3,0,0,2,0,2,3,37,5,1,,,1,3,,,2,1,3,Green,Beneficiary,,,1,1,u1vjsq99,,,,,0
136,xezbjoxo,6153477de7f5a1ba93fc4f75,0,114,115,dictator,submission_prolific,2022-01-30 21:25:44.687177,1,,,0.0,136,,0.0,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,18,,3,0,0,2,0,0,4,37,4,2,,,3,4,,,2,3,4,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
137,fmdfpewy,6118ad8ee236d50188f3cd1b,0,114,115,dictator,submission_prolific,2022-01-30 21:25:44.960199,1,,,0.0,137,,0.0,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,4,,3,0,0,2,0,0,4,38,5,2,,,1,3,,,2,3,3,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
